CultLand,CropCultLand,CropTillageDepth,SeedlingsPerPit,TransplantingIrrigationHours,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,NoFertilizerAppln,BasalDAP,BasalUrea,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,Harv_hand_rent,Residue_length,Residue_perc,Acre,Yield
25.0,14.0,4.0,1.0,3.0,350.0,2.0,29.731589814177564,2.0,3.0,13.0,13.35180055401662,15.0,25.0,12.0,65.0,1200.0,22.0,10.0,0.5909090909090909,1300.0
30.0,30.0,4.0,2.0,6.0,180.0,2.0,29.731589814177564,57.44565217391305,2.0,9.0,18.0,18.0,28.0,7.375,58.76495726495727,90.0,26.0,10.0,0.28125,450.0
50.0,50.0,4.0,2.0,6.0,250.0,3.0,29.731589814177564,57.44565217391305,2.0,10.0,15.0,15.0,40.0,7.375,58.76495726495727,536.6224433388612,25.0,40.0,0.3125,450.0
29.0,29.0,4.0,4.0,5.0,1000.0,3.0,4.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,1.0,60.0,90.0,29.0,10.0,0.4545454545454545,800.0
10.0,10.0,4.0,4.0,2.0,400.0,3.0,2.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,1.0,60.0,90.0,29.0,10.0,0.1818181818181818,280.0
23.0,20.0,2.0,2.706506562412734,9.0,379.7269076305221,3.0,29.731589814177564,18.0,3.0,9.0,9.0,9.0,28.0,12.0,56.0,536.6224433388612,25.0,40.0,0.28125,720.0
10.0,10.0,5.0,3.0,6.0,150.0,3.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,13.35180055401662,10.0,40.0,7.375,58.76495726495727,120.0,27.0,10.0,0.3703703703703703,750.0
20.0,5.0,6.0,1.0,2.0,379.7269076305221,3.0,29.731589814177564,35.0,3.0,10.0,13.35180055401662,5.0,30.0,5.0,50.0,1000.0,30.0,10.0,0.2272727272727273,350.0
10.0,3.0,6.0,2.0,8.01767745444656,379.7269076305221,2.0,29.731589814177564,57.44565217391305,2.0,6.0,13.35180055401662,6.0,50.0,7.375,58.76495726495727,600.0,30.0,10.0,0.1363636363636364,210.0
40.0,40.0,6.0,1.0,5.0,200.0,2.0,25.0,57.44565217391305,2.0,13.0,13.35180055401662,12.0,26.0,7.375,58.76495726495727,560.0,25.0,10.0,0.25,480.0
50.0,40.0,6.0,2.0,6.0,120.0,4.0,4.0,57.44565217391305,2.0,13.0,13.35180055401662,26.0,26.0,7.375,58.76495726495727,600.0,25.0,10.0,0.40625,1200.0
40.0,35.0,5.0,1.0,6.0,120.0,3.0,29.731589814177564,57.44565217391305,1.0,11.452359483017734,25.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,1200.0,25.0,10.0,0.375,720.0
19.0,15.0,4.0,1.0,2.0,250.0,2.0,29.731589814177564,2.0,3.0,10.0,13.35180055401662,10.0,23.0,10.0,65.0,900.0,23.0,10.0,0.4545454545454545,1100.0
5.0,3.0,5.0,2.0,1.0,100.0,2.0,29.731589814177564,57.44565217391305,2.0,5.0,5.0,5.0,35.0,7.375,58.76495726495727,150.0,30.0,10.0,0.0909090909090909,250.0
13.0,12.0,5.0,2.0,3.0,6000.0,2.0,29.731589814177564,1.0,3.0,2.0,13.35180055401662,8.0,25.0,8.0,50.0,800.0,30.0,10.0,0.1818181818181818,8.0
5.0,5.0,5.0,1.0,5.0,800.0,2.0,2.0,57.44565217391305,2.0,10.0,12.0,8.0,8.0,7.375,58.76495726495727,200.0,25.0,10.0,0.2272727272727273,400.0
20.0,8.0,4.0,2.0,4.0,600.0,2.0,1.0,3.0,3.0,24.0,13.35180055401662,24.0,20.0,16.0,60.0,1600.0,30.0,10.0,0.3636363636363636,400.0
9.0,9.0,4.0,3.0,4.0,400.0,1.0,3.0,57.44565217391305,2.0,15.0,15.0,10.0,10.0,7.375,58.76495726495727,200.0,26.0,10.0,0.1818181818181818,320.0
10.0,10.0,4.0,3.0,4.0,400.0,1.0,4.0,57.44565217391305,2.0,10.0,10.0,5.0,5.0,7.375,58.76495726495727,300.0,26.0,10.0,0.2272727272727273,4000.0
20.0,20.0,5.0,3.0,5.0,150.0,3.0,1.0,57.44565217391305,2.0,10.0,13.35180055401662,10.0,35.0,7.375,58.76495726495727,120.0,30.0,10.0,0.3703703703703703,800.0
20.0,20.0,3.0,3.0,2.0,379.7269076305221,11.0,29.731589814177564,57.44565217391305,1.0,8.0,11.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,28.0,10.0,0.2272727272727273,400.0
17.0,8.0,6.0,1.0,8.01767745444656,379.7269076305221,3.0,29.731589814177564,15.0,2.0,8.0,13.35180055401662,8.0,50.0,7.375,58.76495726495727,800.0,30.0,10.0,0.1818181818181818,380.0
60.0,40.0,5.0,2.0,5.0,150.0,5.0,1.0,57.44565217391305,2.0,20.0,10.0,10.0,45.0,7.375,58.76495726495727,900.0,25.0,10.0,0.3125,600.0
5.0,5.0,5.0,1.0,2.0,400.0,3.247522026431718,29.731589814177564,57.44565217391305,1.0,10.0,13.35180055401662,11.513880506940254,29.20036210018105,7.375,58.76495726495727,200.0,22.0,10.0,0.0909090909090909,180.0
6.0,6.0,5.0,1.0,5.0,1000.0,2.0,3.0,57.44565217391305,2.0,10.0,15.0,12.0,12.0,7.375,58.76495726495727,200.0,23.0,10.0,0.2727272727272727,500.0
12.0,12.0,5.0,3.0,1.0,379.7269076305221,3.0,29.731589814177564,57.44565217391305,3.0,3.0,13.35180055401662,4.0,25.0,6.0,62.0,200.0,28.0,10.0,0.1363636363636364,300.0
10.0,10.0,3.0,1.0,4.0,400.0,1.0,29.731589814177564,2.0,3.0,10.0,10.0,10.0,25.0,10.0,50.0,800.0,25.0,10.0,0.2272727272727273,600.0
80.0,60.0,5.0,2.0,7.0,300.0,2.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,13.35180055401662,30.0,45.0,7.375,58.76495726495727,1200.0,26.0,10.0,0.46875,860.0
10.0,10.0,2.0,2.0,7.0,379.7269076305221,3.247522026431718,4.0,4.0,2.0,7.0,7.0,7.0,15.0,7.375,58.76495726495727,2100.0,28.0,10.0,0.3181818181818182,410.0
20.0,15.0,3.0,3.0,4.0,300.0,2.0,4.0,57.44565217391305,2.0,15.0,15.0,10.0,5.0,7.375,58.76495726495727,250.0,26.0,10.0,0.2272727272727273,400.0
25.0,15.0,4.0,4.0,1.0,379.7269076305221,4.0,29.731589814177564,57.44565217391305,3.0,3.0,13.35180055401662,6.0,25.0,4.0,68.0,200.0,26.0,10.0,0.1363636363636364,300.0
20.0,20.0,8.0,3.0,4.0,379.7269076305221,4.0,29.731589814177564,57.44565217391305,3.0,12.0,13.35180055401662,6.0,22.0,6.0,58.76495726495727,120.0,30.0,10.0,0.2222222222222222,480.0
30.0,30.0,7.0,2.0,3.0,120.0,2.0,1.0,57.44565217391305,3.0,6.0,13.35180055401662,6.0,22.0,3.0,45.0,120.0,30.0,10.0,0.2222222222222222,498.0
60.0,50.0,5.0,2.0,12.0,379.7269076305221,3.0,29.731589814177564,57.44565217391305,2.0,15.0,15.0,25.0,40.0,7.375,58.76495726495727,100.0,25.0,10.0,0.5555555555555556,1200.0
14.0,10.0,4.0,1.0,2.0,350.0,2.0,29.731589814177564,2.0,3.0,8.0,13.35180055401662,8.0,25.0,8.0,63.0,500.0,22.0,10.0,0.3636363636363636,900.0
18.0,15.0,3.0,4.0,2.0,379.7269076305221,9.0,29.731589814177564,57.44565217391305,1.0,10.0,15.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,25.0,10.0,0.2727272727272727,500.0
70.0,70.0,4.0,3.0,12.0,400.0,2.0,29.731589814177564,57.44565217391305,2.0,20.0,40.0,40.0,28.0,7.375,58.76495726495727,536.6224433388612,25.0,40.0,0.625,1000.0
27.0,22.0,3.0,4.0,3.0,379.7269076305221,8.0,29.731589814177564,2.0,1.0,13.0,18.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,25.0,10.0,0.4090909090909091,700.0
15.0,10.0,4.0,5.0,2.0,379.7269076305221,5.0,29.731589814177564,57.44565217391305,3.0,6.0,13.35180055401662,6.0,25.0,4.0,55.0,130.0,26.0,10.0,0.1818181818181818,240.0
45.0,32.0,3.0,5.0,2.0,379.7269076305221,4.0,29.731589814177564,1.0,3.0,7.0,13.35180055401662,10.0,62.0,7.0,60.0,130.0,25.0,10.0,0.2272727272727273,400.0
20.0,20.0,7.0,2.0,2.0,80.0,2.0,1.0,57.44565217391305,2.0,6.0,13.35180055401662,4.0,45.0,7.375,58.76495726495727,120.0,30.0,10.0,0.1481481481481481,340.0
40.0,30.0,5.0,2.0,5.0,150.0,5.0,1.0,57.44565217391305,2.0,15.0,10.0,10.0,45.0,7.375,58.76495726495727,900.0,24.0,10.0,0.3125,600.0
60.0,60.0,4.0,4.0,5.0,1000.0,3.0,5.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,1.0,60.0,90.0,29.0,10.0,0.4545454545454545,800.0
15.0,5.0,6.0,6.0,1.0,120.0,3.0,29.731589814177564,5.0,2.0,4.0,13.35180055401662,4.0,30.0,7.375,58.76495726495727,400.0,29.0,10.0,0.0909090909090909,140.0
20.0,15.0,4.0,3.0,5.0,520.0,1.0,4.0,57.44565217391305,2.0,22.0,22.0,12.0,12.0,7.375,58.76495726495727,300.0,26.0,10.0,0.2727272727272727,480.0
30.0,20.0,5.0,3.0,12.0,379.7269076305221,2.0,29.731589814177564,57.44565217391305,2.0,15.0,15.0,15.0,45.0,7.375,58.76495726495727,800.0,22.0,10.0,0.5555555555555556,1200.0
18.0,15.0,4.0,3.0,8.01767745444656,379.7269076305221,7.0,29.731589814177564,57.44565217391305,3.0,6.0,13.35180055401662,8.0,30.0,6.0,62.0,200.0,25.0,10.0,0.1818181818181818,340.0
40.0,40.0,4.0,2.0,5.0,300.0,2.0,29.731589814177564,57.44565217391305,2.0,12.0,24.0,24.0,30.0,7.375,58.76495726495727,536.6224433388612,25.0,40.0,0.375,600.0
5.0,5.0,5.0,2.0,1.0,150.0,3.0,29.731589814177564,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,42.0,2.0,75.0,300.0,30.0,10.0,0.0454545454545454,100.0
22.0,22.0,3.0,1.0,4.0,800.0,2.0,2.0,2.0,3.0,10.0,10.0,10.0,15.0,10.0,30.0,600.0,28.0,10.0,0.2272727272727273,300.0
28.0,20.0,4.0,1.0,13.0,380.0,3.0,29.731589814177564,2.0,3.0,3.0,13.35180055401662,13.0,25.0,13.0,65.0,900.0,22.0,10.0,0.5909090909090909,1300.0
9.0,9.0,4.0,8.0,4.0,400.0,2.0,29.731589814177564,57.44565217391305,2.0,8.0,8.0,8.0,30.0,7.375,58.76495726495727,400.0,29.0,10.0,0.1818181818181818,327.0
10.0,10.0,4.0,7.0,3.0,300.0,2.0,29.731589814177564,57.44565217391305,2.0,7.0,7.0,7.0,30.0,7.375,58.76495726495727,400.0,27.0,10.0,0.1818181818181818,324.0
10.0,6.0,4.0,2.0,1.0,150.0,2.0,29.731589814177564,57.44565217391305,3.0,6.0,13.35180055401662,6.0,29.0,6.0,66.0,400.0,30.0,10.0,0.0909090909090909,140.0
20.0,20.0,7.0,2.0,2.0,80.0,2.0,1.0,57.44565217391305,1.0,4.0,13.35180055401662,11.513880506940254,29.20036210018105,7.375,58.76495726495727,60.0,30.0,10.0,0.1481481481481481,320.0
5.0,5.0,4.0,1.0,2.0,500.0,2.0,29.731589814177564,1.0,3.0,10.0,10.0,10.0,25.0,10.0,60.0,200.0,30.0,10.0,0.2272727272727273,400.0
35.0,30.0,5.0,4.0,12.0,379.7269076305221,3.0,29.731589814177564,57.44565217391305,2.0,15.0,15.0,20.0,45.0,7.375,58.76495726495727,1000.0,20.0,10.0,0.5555555555555556,1050.0
13.0,8.0,4.0,2.0,1.0,300.0,2.0,29.731589814177564,2.0,3.0,9.0,13.35180055401662,9.0,25.0,6.0,63.0,600.0,30.0,10.0,0.1363636363636364,240.0
38.0,32.0,6.0,2.0,5.0,120.0,4.0,3.0,57.44565217391305,2.0,9.0,13.35180055401662,18.0,18.0,7.375,58.76495726495727,600.0,25.0,10.0,0.28125,800.0
60.0,50.0,8.0,2.706506562412734,5.0,100.0,3.0,29.731589814177564,1.0,2.0,15.0,5.0,15.0,45.0,7.375,58.76495726495727,900.0,22.0,10.0,0.3125,10.0
12.0,12.0,4.0,12.0,6.0,600.0,2.0,29.731589814177564,57.44565217391305,1.0,12.0,12.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,500.0,28.0,10.0,0.2272727272727273,402.0
50.0,40.0,5.0,2.0,4.0,200.0,2.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,20.0,16.0,23.0,7.375,58.76495726495727,536.6224433388612,25.0,40.0,0.3125,580.0
40.0,30.0,4.0,1.0,3.0,379.7269076305221,8.0,29.731589814177564,1.0,3.0,10.0,13.35180055401662,5.0,25.0,7.0,60.0,120.0,24.0,10.0,0.2272727272727273,450.0
20.0,10.0,4.0,2.0,3.0,600.0,2.0,29.731589814177564,2.0,3.0,15.0,13.35180055401662,15.0,28.0,10.0,60.0,1000.0,30.0,10.0,0.2272727272727273,400.0
21.0,12.0,4.0,2.0,3.0,300.0,2.0,29.731589814177564,2.0,3.0,8.0,13.35180055401662,8.0,23.0,8.0,65.0,700.0,23.0,10.0,0.3636363636363636,900.0
6.0,6.0,4.0,9.0,4.0,400.0,2.0,29.731589814177564,57.44565217391305,1.0,9.0,9.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,500.0,25.0,10.0,0.2272727272727273,400.0
30.0,30.0,4.0,4.0,2.0,300.0,1.0,3.0,57.44565217391305,2.0,10.0,13.35180055401662,11.513880506940254,29.20036210018105,7.375,58.76495726495727,1500.0,26.0,10.0,1.363636363636364,2400.0
9.0,5.0,3.0,2.0,3.0,379.7269076305221,3.247522026431718,29.731589814177564,57.44565217391305,1.0,15.0,13.35180055401662,11.513880506940254,29.20036210018105,7.375,58.76495726495727,350.0,30.0,10.0,0.1363636363636364,300.0
7.0,5.0,4.0,2.0,2.0,450.0,1.0,29.731589814177564,3.0,3.0,15.0,13.35180055401662,15.0,27.0,10.0,60.0,1000.0,30.0,10.0,0.2272727272727273,400.0
20.0,5.0,4.0,2.0,2.0,375.0,2.0,29.731589814177564,57.44565217391305,3.0,15.0,13.35180055401662,15.0,20.0,10.0,60.0,1000.0,30.0,10.0,0.2272727272727273,350.0
15.0,8.0,4.0,1.0,2.0,400.0,1.0,1.0,57.44565217391305,3.0,12.0,13.35180055401662,12.0,30.0,8.0,65.0,800.0,30.0,10.0,0.1818181818181818,320.0
20.0,20.0,4.0,2.0,8.01767745444656,379.7269076305221,3.247522026431718,1.0,57.44565217391305,3.0,14.0,14.0,15.0,15.0,15.0,30.0,900.0,27.0,10.0,0.3181818181818182,450.0
30.0,25.0,5.0,2.0,4.0,100.0,3.247522026431718,1.0,57.44565217391305,1.0,11.452359483017734,18.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,900.0,22.0,10.0,0.28125,540.0
8.0,8.0,4.0,2.0,6.0,379.7269076305221,3.0,45.0,57.44565217391305,2.0,12.0,12.0,12.0,12.0,7.375,58.76495726495727,250.0,12.0,10.0,0.25,300.0
60.0,60.0,3.0,5.0,4.0,379.7269076305221,7.0,29.731589814177564,3.0,3.0,15.0,13.35180055401662,10.0,28.0,15.0,60.0,130.0,28.0,10.0,0.4545454545454545,800.0
20.0,4.0,6.0,2.0,4.0,379.7269076305221,2.0,29.731589814177564,8.0,2.0,8.0,13.35180055401662,8.0,45.0,7.375,58.76495726495727,800.0,30.0,10.0,0.1818181818181818,380.0
10.0,10.0,4.0,2.0,2.0,300.0,2.0,29.731589814177564,57.44565217391305,3.0,11.452359483017734,13.35180055401662,4.0,45.0,4.0,75.0,400.0,30.0,10.0,0.0909090909090909,150.0
28.0,28.0,3.0,3.0,2.0,379.7269076305221,4.0,29.731589814177564,57.44565217391305,3.0,6.0,13.35180055401662,12.0,30.0,9.0,58.0,200.0,28.0,10.0,0.2727272727272727,480.0
50.0,50.0,4.0,1.0,3.0,180.0,2.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,14.0,22.0,20.0,7.375,58.76495726495727,450.0,26.0,10.0,0.28125,630.0
25.0,20.0,4.0,4.0,10.0,3000.0,1.0,4.0,57.44565217391305,2.0,10.0,10.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,300.0,28.0,10.0,0.2727272727272727,480.0
20.0,20.0,4.0,2.0,4.0,50.0,3.0,29.731589814177564,3.0,2.0,5.0,5.0,10.0,25.0,7.375,58.76495726495727,100.0,30.0,10.0,0.1851851851851852,410.0
24.0,18.0,4.0,2.0,4.0,110.0,5.0,3.0,57.44565217391305,2.0,3.0,3.0,3.0,23.0,7.375,58.76495726495727,200.0,25.0,10.0,0.074074074074074,160.0
60.0,60.0,4.0,1.0,5.0,240.0,2.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,24.0,12.0,20.0,7.375,58.76495726495727,600.0,26.0,10.0,0.375,840.0
12.0,12.0,4.0,13.0,6.0,600.0,2.0,29.731589814177564,57.44565217391305,1.0,13.0,13.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,400.0,27.0,10.0,0.1818181818181818,320.0
5.0,5.0,4.0,4.0,2.0,200.0,2.0,29.731589814177564,57.44565217391305,1.0,4.0,4.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,300.0,28.0,10.0,0.1363636363636364,240.0
28.0,21.0,4.0,1.0,3.0,320.0,2.0,29.731589814177564,2.0,3.0,15.0,13.35180055401662,13.0,25.0,14.0,65.0,1400.0,22.0,10.0,0.7272727272727273,1700.0
18.0,18.0,6.0,2.0,15.0,1500.0,2.0,29.731589814177564,1500.0,2.0,36.0,18.0,30.0,20.0,7.375,58.76495726495727,2000.0,28.0,10.0,0.8181818181818182,1620.0
40.0,40.0,4.0,2.0,14.0,379.7269076305221,2.0,29.731589814177564,57.44565217391305,2.0,18.0,36.0,36.0,28.0,7.375,58.76495726495727,90.0,24.0,10.0,0.5625,810.0
24.0,19.0,4.0,2.0,4.0,105.0,6.0,3.0,57.44565217391305,2.0,3.0,3.0,3.0,23.0,7.375,58.76495726495727,400.0,25.0,10.0,0.1481481481481481,322.0
60.0,60.0,5.0,2.0,8.0,240.0,6.0,1.0,57.44565217391305,2.0,30.0,10.0,22.0,45.0,7.375,58.76495726495727,1200.0,25.0,10.0,0.46875,880.0
25.0,25.0,6.0,2.0,4.0,100.0,3.0,1.0,1.0,2.0,5.0,13.35180055401662,5.0,35.0,7.375,58.76495726495727,600.0,30.0,10.0,0.1851851851851852,310.0
65.0,65.0,6.0,2.0,5.0,230.0,4.0,3.0,57.44565217391305,2.0,12.0,13.35180055401662,24.0,24.0,7.375,58.76495726495727,600.0,24.0,10.0,0.375,1100.0
20.0,20.0,4.0,3.0,3.0,20.0,3.0,29.731589814177564,1.0,2.0,2.0,2.0,5.0,25.0,7.375,58.76495726495727,100.0,30.0,10.0,0.1851851851851852,400.0
26.0,15.0,4.0,1.0,3.0,200.0,3.0,29.731589814177564,2.0,3.0,12.0,13.35180055401662,10.0,23.0,12.0,65.0,1000.0,23.0,10.0,0.5,1300.0
40.0,40.0,4.0,4.0,2.0,500.0,3.0,2.0,57.44565217391305,2.0,11.452359483017734,13.35180055401662,2.0,1.0,7.375,58.76495726495727,90.0,30.0,10.0,0.2272727272727273,400.0
35.0,20.0,5.0,2.0,3.0,140.0,1.0,29.731589814177564,57.44565217391305,3.0,11.452359483017734,13.35180055401662,14.0,20.0,7.0,40.0,600.0,28.0,10.0,0.21875,350.0
5.0,5.0,3.0,4.0,3.0,3000.0,1.0,4.0,57.44565217391305,2.0,10.0,10.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,400.0,29.0,10.0,0.2272727272727273,390.0
100.0,80.0,8.0,2.0,10.0,200.0,3.0,29.731589814177564,2.0,2.0,30.0,15.0,45.0,40.0,7.375,58.76495726495727,2000.0,25.0,10.0,0.9375,45.0
10.0,10.0,4.0,7.0,3.0,250.0,2.0,29.731589814177564,57.44565217391305,2.0,12.0,7.0,6.0,28.0,7.375,58.76495726495727,500.0,26.0,10.0,0.2272727272727273,400.0
25.0,22.0,2.0,3.0,2.0,200.0,1.0,4.0,57.44565217391305,2.0,10.0,10.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,300.0,27.0,10.0,0.2727272727272727,480.0
19.0,12.0,5.0,2.0,3.0,300.0,2.0,29.731589814177564,57.44565217391305,2.0,20.0,15.0,15.0,25.0,7.375,58.76495726495727,500.0,30.0,10.0,0.1818181818181818,350.0
40.0,30.0,6.0,2.0,6.0,4.0,4.0,3.0,57.44565217391305,2.0,11.452359483017734,13.35180055401662,20.0,20.0,7.375,58.76495726495727,600.0,25.0,10.0,0.3125,900.0
32.0,26.0,4.0,1.0,4.0,300.0,2.0,29.731589814177564,2.0,3.0,12.0,13.35180055401662,10.0,12.0,12.0,63.0,1000.0,23.0,10.0,0.5454545454545454,1300.0
30.0,23.0,4.0,4.0,4.0,420.0,1.0,4.0,57.44565217391305,2.0,22.0,22.0,12.0,12.0,7.375,58.76495726495727,250.0,27.0,10.0,0.2272727272727273,400.0
10.0,9.0,5.0,2.0,150.0,300.0,1.0,29.731589814177564,1.0,3.0,1.0,13.35180055401662,4.0,25.0,4.0,60.0,400.0,30.0,10.0,0.0909090909090909,4.0
40.0,40.0,6.0,2.706506562412734,5.0,250.0,4.0,29.731589814177564,57.44565217391305,2.0,10.0,20.0,20.0,25.0,7.375,58.76495726495727,250.0,25.0,10.0,0.3125,400.0
10.0,6.0,4.0,2.0,2.0,300.0,1.0,29.731589814177564,1.0,3.0,6.0,13.35180055401662,4.0,10.0,6.0,40.0,400.0,30.0,10.0,0.0909090909090909,140.0
26.0,22.0,5.0,2.0,8.01767745444656,379.7269076305221,6.0,29.731589814177564,57.44565217391305,2.0,15.0,15.0,30.0,42.0,7.375,58.76495726495727,1500.0,27.0,10.0,0.46875,900.0
30.0,25.0,4.0,2.0,6.0,379.7269076305221,2.0,29.731589814177564,6.0,2.0,10.0,10.0,15.0,25.0,7.375,58.76495726495727,100.0,30.0,10.0,0.1851851851851852,400.0
20.0,20.0,8.0,3.0,4.0,100.0,2.0,1.0,57.44565217391305,3.0,8.0,13.35180055401662,5.0,22.0,5.0,45.0,120.0,25.0,10.0,0.1851851851851852,355.0
30.0,30.0,5.0,2.706506562412734,5.0,250.0,9.0,29.731589814177564,57.44565217391305,2.0,10.0,20.0,10.0,25.0,7.375,58.76495726495727,850.0,26.0,10.0,0.3125,710.0
48.0,26.0,2.0,2.706506562412734,4.0,379.7269076305221,3.0,29.731589814177564,10.0,3.0,4.0,4.0,4.0,30.0,4.0,57.0,536.6224433388612,29.0,40.0,0.125,300.0
6.0,3.0,5.0,1.0,8.01767745444656,379.7269076305221,2.0,29.731589814177564,57.44565217391305,2.0,5.0,5.0,6.0,35.0,7.375,58.76495726495727,200.0,25.0,10.0,0.0909090909090909,250.0
5.0,3.0,4.0,1.0,1.0,300.0,1.0,29.731589814177564,2.0,3.0,9.0,13.35180055401662,9.0,25.0,6.0,62.0,600.0,30.0,10.0,0.1363636363636364,240.0
20.0,15.0,4.0,3.0,5.0,500.0,1.0,5.0,57.44565217391305,2.0,25.0,25.0,20.0,20.0,7.375,58.76495726495727,300.0,26.0,10.0,0.2727272727272727,480.0
21.0,21.0,4.0,3.0,8.01767745444656,379.7269076305221,4.0,29.731589814177564,57.44565217391305,3.0,6.0,13.35180055401662,4.0,25.0,6.0,60.0,130.0,25.0,10.0,0.1818181818181818,320.0
2.0,2.0,3.0,1.0,1.0,200.0,2.0,29.731589814177564,1.0,2.0,4.0,4.0,4.0,30.0,7.375,58.76495726495727,200.0,30.0,10.0,0.0909090909090909,180.0
22.0,22.0,3.0,3.0,2.0,379.7269076305221,9.0,29.731589814177564,57.44565217391305,1.0,10.0,13.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,26.0,10.0,0.2727272727272727,500.0
30.0,30.0,6.0,2.0,6.0,90.0,2.0,600.0,57.44565217391305,2.0,11.452359483017734,5.0,5.0,23.0,7.375,58.76495726495727,350.0,22.0,10.0,0.1875,350.0
30.0,25.0,6.0,1.0,4.0,200.0,3.0,29.731589814177564,15.0,2.0,12.0,13.35180055401662,12.0,32.0,7.375,58.76495726495727,600.0,25.0,10.0,0.25,560.0
45.0,45.0,5.0,2.0,4.0,250.0,9.0,2.0,57.44565217391305,2.0,10.0,20.0,10.0,46.0,7.375,58.76495726495727,750.0,25.0,10.0,0.3125,500.0
8.0,3.0,4.0,442.0,1.0,200.0,2.0,1.0,57.44565217391305,3.0,6.0,13.35180055401662,6.0,25.0,4.0,65.0,400.0,30.0,10.0,0.0909090909090909,140.0
25.0,25.0,6.0,2.706506562412734,6.0,160.0,3.0,1.0,1.0,2.0,6.0,13.35180055401662,6.0,45.0,7.375,58.76495726495727,720.0,27.0,10.0,0.2222222222222222,270.0
15.0,10.0,4.0,1.0,3.0,600.0,2.0,29.731589814177564,3.0,3.0,15.0,13.35180055401662,15.0,25.0,10.0,65.0,1000.0,30.0,10.0,0.2272727272727273,350.0
